scraped_city,state,facility,operator,street,zip_code,city_in_desc
Dallas,TX,CoreSpace Dallas Data Center,"CoreSpace, Inc.",7505 John W Carpenter Freeway,75247,Dallas
Dallas,TX,DataBank DFW1 - Downtown Dallas,DataBank,400 S Akard St,75202,Dallas
Dallas,TX,Equinix DA1,Equinix,1950 North Stemmons Freeway,75207,Dallas
Dallas,TX,Alpha Data Center,M&A Technology Inc.,4407 Alpha Road,75244,Dallas
Dallas,TX,Equinix DA6,Equinix,1950 North Stemmons Freeway,75207,Dallas
Dallas,TX,Prime Dallas - Data Center 1,Prime Data Centers,1515 Round Table,75247,Dallas
Dallas,TX,Centersquare - Dallas DFW3-A,Csquare,11830 Webb Chapel Rd.,75234,Dallas
Dallas,TX,TierPoint Dallas,TierPoint,3004 Irving Blvd,75247,Dallas
Dallas,TX,DataBank DFW2 - North Dallas,DataBank,904 Quality Way,75801,Dallas
Dallas,TX,Tierpoint Dallas-Allen,TierPoint,820 Allen Commerce Parkway,75013,Allen
Dallas,TX,Equinix DA11,Equinix,1990 North Stemmons Freeway,75207,Dallas
Dallas,TX,Equinix DA2,Equinix,1950 North Stemmons Freeway,75207,Dallas
Dallas,TX,TierPoint Dallas - Fort Worth,TierPoint,13701 Independence,76177,Fort Worth
Dallas,TX,Prime Dallas - Data Center 2,Prime Data Centers,1517 Round Table,75247,Dallas
Dallas,TX,Evocative DAL6,Evocative Data Centers,1221 Coit Road,75075,Plano
Dallas,TX,Cogent Data Center - Dallas,"Cogent Communications, Inc.",400 S. Akard St,75202,Dallas
Dallas,TX,Centersquare - Dallas DFW2-A,Csquare,900 Guardians Way,75013,Dallas
Dallas,TX,VAZATA Dallas I,VAZATA,4025 Midway Road,75007,Carrollton
Dallas,TX,DataBank DFW5 - Dallas Infomart,DataBank,1950 Stemmons Fwy,75207,Dallas
Dallas,TX,GDC - Dallas TX4 Data Center,"NTT DATA, Inc.",2011 Lookout Drive,75044,Garland
Dallas,TX,GDC - Dallas TX2 Data Center,"NTT DATA, Inc.",2108 Lookout Drive,75044,Garland
Dallas,TX,Equinix DA3,Equinix,1950 North Stemmons Freeway,75207,Dallas
Dallas,TX,VAZATA McKinney,VAZATA,1720 Bray Central Dr,75069,McKinney
Dallas,TX,Aligned DFW-01,Aligned Data Centers,2800 Summit Avenue,75074,Plano
Dallas,TX,Edged Dallas-Fort Worth DFW01-1,Edged Energy,505 N Wildwood Dr,75061,Irving
Dallas,TX,Serverphase Data Center,M&A Technology Inc.,2045 Chenault Drive,75006,Carrollton
Dallas,TX,DataBank DFW3 - Plano,DataBank,8375 Dominion Pkwy,75024,Plano
Dallas,TX,DataBank DFW7 - Dallas LBJ,DataBank,6606 Lyndon B Johnson Fwy,75240,Dallas
Dallas,TX,DataBank DFW6 - Dallas Love Field,DataBank,8600 Harry Hines Blvd,75235,Dallas
Dallas,TX,Resilience DFW,Overwatch Capital,6815 Communications Pkwy,75024,Plano
Dallas,TX,365 Data Centers - Richardson,365 Data Centers,1001 East Campbell Road,75081,Richardson
Dallas,TX,ScaleMatrix Dallas,ScaleMatrix,820 Allen Commerce Pkwy,75013,Allen
Dallas,TX,Evocative DAL1,Evocative Data Centers,2800 Summit Ave,75074,Plano
Dallas,TX,Provision Data Services,Provision Data Services,2020 Live Oak,75201,Dallas
Dallas,TX,Rackspace Dallas 2,Rackspace Hosting,1215 Integrity Drive,75081,Richardson
Dallas,TX,24 Hour Data Plano,24 Hour Data,811 E Plano Pkwy,75074,Plano
Dallas,TX,Equinix DA7,Equinix,6653 Pinecrest Dr,75024,Plano
Dallas,TX,GDC - Dallas TX3 Data Center,"NTT DATA, Inc.",2080 Lookout Drive,75044,Garland
Dallas,TX,Stream DC DFW VII - Garland,Stream Data Centers,1813 Lookout Drive,75044,Garland
Dallas,TX,GIPNetworks Plano,Plano Data Center | Global IP Networks,1009 Jupiter Rd,75074,Plano
Dallas,TX,VAZATA Dallas II,VAZATA,2440 Marsh Lane,75007,Carrollton
Dallas,TX,STACK Infrastructure DFW02 Campus,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,TX,Stream DC DFWC - Wilmer II Campus,Stream Data Centers,"930 Sunrise Rd, Lancaster, TX , USA",75146,Wilmer
Dallas,TX,Infomart Dallas,Equinix,1950 N. Stemmons Freeway,75207,Dallas
Dallas,TX,STACK Infrastructure DFW01A,STACK INFRASTRUCTURE,6653 Pinecrest Dr,75024,Plano
Dallas,TX,STACK Infrastructure DFW01B,STACK INFRASTRUCTURE,6715 Pinecrest Dr,75024,Plano
Dallas,TX,DigiCo Dallas DAL1,DigiCo Infrastructure REIT,1402 E Lookout Dr,75082,Richardson
Dallas,TX,Stream DC DFWC1,Stream Data Centers,930 N Sunrise Rd,75172,Wilmer
Dallas,TX,DataBank DFW4 - Dallas Empire,DataBank,1100 Empire Central Place,75247,Dallas
Dallas,TX,Cogent Data Center - Irving,"Cogent Communications, Inc.",2511 E Grauwyler Rd,75061,Irving
Dallas,TX,ColoCrossing DFW1,ColoCrossing,3004 Irving Blvd,75247,Dallas
Dallas,TX,QTS Irving Campus,QTS Data Centers,6431 Longhorn Drive,75063,Irving
Dallas,TX,ColoHouse Dallas,ColoHouse,1649 West Frankford Road,75007,Dallas
Dallas,TX,Neutron Data Center,M&A Technology Inc.,13616 Neutron Road,75244,Dallas
Dallas,TX,Equinix DA4,Equinix,2323 Bryan St,75201,Dallas
Dallas,TX,Cogent Data Center - Fort Worth,"Cogent Communications, Inc.",1400 E Presidio St,76102,Fort Worth
Dallas,TX,Epic.io Dallas Data Center,Epic.io,1526 Viceroy Dr,75235,Dallas
Dallas,TX,Enterhost Data Center,Consuro Managed Technology,801 Cherry Street,76102,Fort Worth
Dallas,TX,5CDC Dallas-Fort Worth - DFW01,5C Group Inc.,1201 John Burgess Dr,76140,Fort Worth
Dallas,TX,STACK Infrastructure DFW02A,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,TX,STACK Infrastructure DFW02E,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,TX,STACK Infrastructure DFW02D,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,TX,STACK Infrastructure DFW02C,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,TX,STACK Infrastructure DFW02B,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,TX,STACK Infrastructure DFW02F,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,TX,STACK Infrastructure DFW01C,STACK INFRASTRUCTURE,5601 W Spring Creek Pkwy,75024,Plano
Dallas,TX,Vantage Frontier - Shackelford County,Vantage Data Centers,TX-351 & Farm to Market Road 604,79601,Abilene
Dallas,TX,DataBank DFW10 - Red Oak,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak
Dallas,TX,CyrusOne DFW10 - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney
Dallas,TX,DataBank DFW9 - Red Oak,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak
Dallas,TX,Equinix DA9,Equinix,2222 East Grauwyler Road,75061,Irving
Dallas,TX,DataBank DFW8 - Plano,DataBank,8375 Dominion Pkwy,75024,Plano
Dallas,TX,Centersquare - Dallas DFW1,Csquare,14901 FAA Blvd,76155,Fort Worth
Dallas,TX,QTS Fort Worth 1 DC1,QTS Data Centers,14100 Park Vista Boulevard,76177,Fort Worth
Dallas,TX,QTS Irving DC1 & DC2,QTS Data Centers,6431 Longhorn Drive,75063,Irving
Dallas,TX,CyrusOne DFW17 - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney
Dallas,TX,CyrusOne DFW17B - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney
Dallas,TX,KDC Richardson,KDC,1510 E Lookout Dr,75082,Richardson
Dallas,TX,Tier.Net Dallas Data Center,TierNet,1515 Round Table Dr,75247,Dallas
Dallas,TX,Riot Platforms Corsicana,"Riot Platforms, Inc.",6980 Farm to Market Rd 709,75110,Corsicana
Dallas,TX,Aligned DFW-04,Aligned Data Centers,601 North Star Rd,75074,Plano
Dallas,TX,CoreWeave Plano,CoreWeave,1000 Coit Rd,75075,Plano
Dallas,TX,CyrusOne DFW11 - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney
Dallas,TX,CyrusOne DFW17C - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney
Dallas,TX,Equinix DA12-2,Equinix,1550 W Mockingbird Ln,75235,Dallas
Dallas,TX,ServerMania Dallas Data Center,ServerMania Inc,3000 Irving Blvd,75247,Dallas
Dallas,TX,Cogent Data Center - Dallas 2,"Cogent Communications, Inc.",146 Parkhouse St,75207,Dallas
Dallas,TX,Aligned DFW-02,Aligned Data Centers,2800 Summit Avenue,75074,Plano
Dallas,TX,Edged Dallas-Fort Worth DFW01-2,Edged Energy,N Wildwood Dr,75061,Irving
Dallas,TX,Skybox Atlantic Station,Skybox Datacenters,2300 W Plano Pkwy,75075,Plano
Dallas,TX,Project Orange,Unknown Company,201 Sunrise Road,75146,Lancaster
Dallas,TX,Skybox Legacy Campus,Skybox Datacenters,within about 25 miles north of Downtown Austin,75075,Plano
Dallas,TX,Consolidated Dallas,Consolidated Communications,400 S Akard St,75202,Dallas
Dallas,TX,Core Scientific Denton,Core Scientific,8171 Jim Christal Rd,76207,Denton
Dallas,TX,Skybox PowerCampus Dallas,Skybox Datacenters,within near Interstate 35E,75146,Lancaster
Dallas,TX,QTS South Dallas Campus,QTS Data Centers,303 Mason Rd,75146,Lancaster
Dallas,TX,QTS Irving DC3,QTS Data Centers,6351 Longhorn Drive,75063,Irving
Dallas,TX,Aligned Plano Campus,Aligned Data Centers,2800 Summit Avenue,75074,Plano
Dallas,TX,CyrusOne DFW6 - Richardson,CyrusOne Data Centers,1510 E Lookout Dr,75082,Richardson
Dallas,TX,Wowrack Dallas,Wowrack,4939 Reading St,75247,Dallas
Dallas,TX,NTT Garland Campus,"NTT DATA, Inc.",2008-2108 Lookout Drive,75044,Garland
Dallas,TX,Lincoln Red Oak Campus,Lincoln Property Company,"within Red Oak, Texas along the newly opened Loop 9 highway",75154,Red Oak
Dallas,TX,Stream DC DFW-VIII - Wilmer,Stream Data Centers,60 Sunrise Road,75146,Wilmer
Dallas,TX,DataBank Red Oak Campus,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak
Dallas,TX,Nexus Hubbard Campus,Nexus Data Centers,880 State Hwy 171,76648,Hubbard
Dallas,TX,Aligned DFW-03,Aligned Data Centers,3801 Britton Rd,76063,Mansfield
Dallas,TX,CyrusOne Whitney Campus,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney
Dallas,TX,1000 Coit Road,Lincoln Property Company,1000 Coit Rd,75075,Plano
Dallas,TX,Google Midlothian Data Center,Google,3800 Railport Pkwy,76065,Midlothian
Dallas,TX,Psychz Dallas,Psychz Networks,1515 Roundtable Dr,75457,Dallas
Dallas,TX,QTS South Dallas DC2,QTS Data Centers,303 Mason Rd,75146,Lancaster
Dallas,TX,QTS South Dallas DC1,QTS Data Centers,303 Mason Rd,75146,Lancaster
Dallas,TX,CleanArc Dallas Campus,CleanArc Data Centers,within along the Stemmons Corridor,75207,Dallas
Dallas,TX,QTS South Dallas DC3,QTS Data Centers,303 Mason Rd,75146,Lancaster
Dallas,TX,DataBank - 2323 Bryan St,DataBank,2323 Bryan St,75201,Dallas
Dallas,TX,Equinix DA12-1,Equinix,1550 W Mockingbird Ln,75235,Dallas
Dallas,TX,Prometheus TX-1,Prometheus Hyperscale,6998 Farm to Market 987,75160,Terrell
Dallas,TX,Project Labrador,Unknown Company,1401 Greene Road,75146,Lancaster
Dallas,TX,CyrusOne DFW7 - Fort Worth,CyrusOne Data Centers,Asphalt Dr,76179,Fort Worth
Dallas,TX,365 Data Centers - Dallas,365 Data Centers,2323 Bryan St.,75201,Dallas
Dallas,TX,4099 Hereford Street,Frasier Cole,4099 Hereford St,76043,Glen Rose
Dallas,TX,Edged Dallas-Fort Worth DFW01 Campus,Edged Energy,505 N Wildwood Dr,75061,Irving
Dallas,TX,Mobius Partners - Farmers Branch,Mobius Partners,4215 N. Beltwood Pkwy,75244,Farmers Branch
Dallas,TX,LightEdge - Dallas,LightEdge,2501 State Hwy 121,75067,Lewisville
Dallas,TX,PowerHouse Grand Prairie,PowerHouse Data Centers,881 Miller Rd,76065,Midlothian
Dallas,TX,Compass Red Oak - 300 Houston School Rd,Compass Datacenters,300 Houston School Rd,75154,Red Oak
Dallas,TX,Edged Dallas-Fort Worth DFW02,Edged Energy,I-20 & Chapin School Rd,76126,Fort Worth
Dallas,TX,DataBank DFW12 - Red Oak,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak
Dallas,TX,Windstream Dallas,Windstream,600 N Pearl St,75201,Dallas
Dallas,TX,DataBank DFW11 - Red Oak,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak
Dallas,TX,Project Annie,Soluna Computing,within Tyson Nick Solar Project,75460,Paris
Dallas,TX,Meta Fort Worth Data Center,Meta,4500 Like Way,76177,Fort Worth
Dallas,TX,Equinix DA12 Campus,Equinix,1550 W Mockingbird Ln,75235,Dallas
Dallas,TX,Yondr Lancaster,Yondr Group,"within Lancaster, south of Dallas",TBA,Lancaster
Dallas,TX,Lumen Dallas,Lumen,3180 Irving Blvd.,75247,Dallas
Dallas,TX,Lumen Fort Worth 2,Lumen,1101 E 9th St,76102,Fort Worth
Dallas,TX,PowerHouse Irving Campus,PowerHouse Data Centers,111 Customer Way,75039,Irving
Dallas,TX,LOGIX Fort Worth,LOGIX FIBER NETWORKS,307-309 West 7th St,76102,Fort Worth
Dallas,TX,LOGIX Dallas #1,LOGIX FIBER NETWORKS,2323 Bryan St,75201,Dallas
Dallas,TX,ATOS Dallas Data Center,Atos Group,2323 Bryan Street,75201,Dallas
Dallas,TX,Lunavi Dallas,Lunavi,"1950 North Stemmons, Fwy",75207,Dallas
Dallas,TX,NocRoom Dallas Colocation and VPS,NocRoom Miami Colocation VPS,33004 Irving Blvd,75247,Dallas
Dallas,TX,Cisco Richardson Data Center,Cisco Systems,2300 E President George Bush Hwy,75082,Richardson
Dallas,TX,Black Mountain Power LLC,Unknown Company,7600-7780 Forest Hill Dr & LonStephenson Rd,76140,Forest Hill
Dallas,TX,Eonix Communications Dallas,Eonix Communications Inc,1515 Round Table Drive,75207,Dallas
Dallas,TX,Cisco Allen Data Center,Cisco Systems,2260 Chelsea Blvd,75013,Allen
Dallas,TX,LOGIX Dallas #2,LOGIX FIBER NETWORKS,2914 Taylor Street,75226,Dallas
Dallas,TX,Synoptek - Dallas Data Center,Synoptek,2323 Bryan Street,75201,Dallas
Dallas,TX,TPx Dallas Data Center,TPx Communications,717 N Harwood St,75201,Dallas
Dallas,TX,IBM DAL07,IBM,1700 Summit Ave,75074,Plano
Dallas,TX,IBM DAL01,IBM,1950 N. Stemmons Freeway,75207,Dallas
Dallas,TX,IBM DAL02/06,IBM,1333 North Stemmons Freeway,75207,Dallas
Dallas,TX,PowerHouse Irving - Building B,PowerHouse Data Centers,111 Customer Way,75039,Irving
Dallas,TX,PowerHouse Irving - Building A,PowerHouse Data Centers,111 Customer Way,75039,Irving
Dallas,TX,PowerHouse Irving - Building C,PowerHouse Data Centers,111 Customer Way,75039,Irving
Dallas,TX,ACS Fort Worth Campus,Grupo ACS,10059-10197 Hicks Field Rd,76179,Fort Worth
Dallas,TX,STACK Infrastructure,STACK INFRASTRUCTURE,1950 N Stemmons Freeway,75207,Dallas
Dallas,TX,Lumen Dallas,Lumen,1150 Regal Row,75247,Dallas
Dallas,TX,IBM DAL04,IBM,400 Akard St,75202,Dallas
Dallas,TX,QTS Irving DC5,QTS Data Centers,6300 Longhorn Drive,75063,Irving
Dallas,TX,QTS Irving DC6,QTS Data Centers,6300 Longhorn Drive,75063,Irving
Dallas,TX,ACS Fort Worth - Building A,Grupo ACS,10121 Hicks Field Rd,76179,Fort Worth
Dallas,TX,ACS Fort Worth - Building B,Grupo ACS,10100 Hicks Field Rd,76179,Fort Worth
Dallas,TX,Lumen Fort Worth 1,Lumen,1601 Jones Street,76102,Fort Worth
Dallas,TX,ACS Fort Worth - Building E,Grupo ACS,Hillwood Blvd,76179,Fort Worth
Dallas,TX,Lumen Dallas 4,Lumen,400 S Akrad,75202,Dallas
Dallas,TX,CyrusOne DFW4 - Allen,CyrusOne Data Centers,2300 Chelsea Boulevard,75013,Allen
Dallas,TX,Lumen Dallas 3,Lumen,1201 Main Street,75202,Dallas
Dallas,TX,ACS Fort Worth - Building D,Grupo ACS,1645 Hicks Field Rd E,76179,Fort Worth
Dallas,TX,CyrusOne DFW5 - Allen,CyrusOne Data Centers,2300 Chelsea Boulevard,75013,Allen
Dallas,TX,IBM DAL05,IBM,4849 Alpha Rd,75244,Dallas
Dallas,TX,ACS Fort Worth - Building C,Grupo ACS,Hillwood Blvd,76179,Fort Worth
Dallas,TX,Data Canopy - Dallas,Data Canopy,1807 Ross Avenue,75201,Dallas
Dallas,TX,Lumen Dallas 2,Lumen,1950 Stemmons Freeway,75207,Dallas
Dallas,TX,N/A,N/A,N/A,N/A,N/A
Jacksonville,FL,N/A,N/A,N/A,N/A,N/A
Jacksonville,FL,Cologix JAX1,Cologix,421 West Church Street,32202,Jacksonville
Jacksonville,FL,Cologix JAX2,Cologix,4800 Spring Park Road,32207,Jacksonville
Jacksonville,FL,Flexential Jacksonville Data Center,Flexential,4905 Belfort Road,32256,Jacksonville
Jacksonville,FL,TierPoint Jacksonville,TierPoint,8324 Baymeadows Way,32256,Jacksonville
Jacksonville,FL,EdgeConneX Jacksonville - EDCJAX01,EdgeConneX,"6602 Executive Park Ct N, Unit #105.",32216,Jacksonville
Jacksonville,FL,CSX Data Center,ColoCSX,6425 Southpoint Pkwy,32216,Jacksonville
Jacksonville,FL,ScaleMatrix Jacksonville,ScaleMatrix,8324 Baymeadows Way,32256,Jacksonville
Jacksonville,FL,SBA Edge Jacksonville,SBA Edge,800 Water Street,32204,Jacksonville
Jacksonville,FL,American Tower EDC Jacksonville,American Tower Corporation,325 17th Ave N,32250,Jacksonville Beach
Jacksonville,FL,Windstream Jacksonville,Windstream,421 W. Church St.,32202,Jacksonville
Jacksonville,FL,DC BLOX Palm Coast,DC BLOX Inc.,1035 Town Center Blvd,32164,Palm Coast
Jacksonville,FL,SBA Edge JaxNAP,SBA Edge,421 West Church Street,32202,Jacksonville
Jacksonville,FL,Lumen Jacksonville 1,Lumen,4814 Phillips Highway,32207,Jacksonville
Jacksonville,FL,Lumen Jacksonville 2,Lumen,608 W. Adams Street,32204,Jacksonville
Jacksonville,FL,Lumen Jacksonville,Lumen,608 W. Adams Street,32204,Jacksonville
Jacksonville,FL,Cologix JAX1,Cologix,421 West Church Street,32202,Jacksonville
Jacksonville,FL,Cologix JAX2,Cologix,4800 Spring Park Road,32207,Jacksonville
Jacksonville,FL,Flexential Jacksonville Data Center,Flexential,4905 Belfort Road,32256,Jacksonville
Jacksonville,FL,TierPoint Jacksonville,TierPoint,8324 Baymeadows Way,32256,Jacksonville
Jacksonville,FL,N/A,N/A,N/A,N/A,N/A
Jacksonville,FL,EdgeConneX Jacksonville - EDCJAX01,EdgeConneX,"6602 Executive Park Ct N, Unit #105.",32216,Jacksonville
Jacksonville,FL,CSX Data Center,ColoCSX,6425 Southpoint Pkwy,32216,Jacksonville
Jacksonville,FL,ScaleMatrix Jacksonville,ScaleMatrix,8324 Baymeadows Way,32256,Jacksonville
Jacksonville,FL,SBA Edge Jacksonville,SBA Edge,800 Water Street,32204,Jacksonville
Jacksonville,FL,American Tower EDC Jacksonville,American Tower Corporation,325 17th Ave N,32250,Jacksonville Beach
Jacksonville,FL,Windstream Jacksonville,Windstream,421 W. Church St.,32202,Jacksonville
Jacksonville,FL,DC BLOX Palm Coast,DC BLOX Inc.,1035 Town Center Blvd,32164,Palm Coast
Jacksonville,FL,SBA Edge JaxNAP,SBA Edge,421 West Church Street,32202,Jacksonville
Jacksonville,FL,Lumen Jacksonville 1,Lumen,4814 Phillips Highway,32207,Jacksonville
Jacksonville,FL,Lumen Jacksonville 2,Lumen,608 W. Adams Street,32204,Jacksonville
Jacksonville,FL,Lumen Jacksonville,Lumen,608 W. Adams Street,32204,Jacksonville
Jacksonville,FL,N/A,N/A,N/A,N/A,N/A
Miami,FL,N/A,N/A,N/A,N/A,N/A
Miami,FL,36 NE 2nd St (MIA10),Digital Realty,36 NE 2nd Street,33132,Miami
Miami,FL,Hivelocity - Miami 1,Hivelocity,50 NE 9th St,33132,Miami
Miami,FL,2300 NW 89th Pl,Unknown Company,2300 NW 89th Pl,33172,Miami
Miami,FL,Equinix MI1 (NAP of the Americas),Equinix,50 NE 9th Street,33132,Miami
Miami,FL,RadiusDC Miami I,RadiusDC,11300 NW 25th Street,33172,Miami
Miami,FL,Metobloks Miami MB01,Metrobloks,500 NW 137th Ave,33178,Miami
Miami,FL,ColoHouse Miami,ColoHouse,36 NE 2nd Street,33132,Miami
Miami,FL,Cogent Data Center - Miami,"Cogent Communications, Inc.",200 SE 1st St,33131,Miami
Miami,FL,NetcroHosting,NetcroHosting,36 NE 2nd St,33132,Miami
Miami,FL,CoreSite Miami (MI1),CoreSite,2115 NW 22nd Street,33142,Miami
Miami,FL,DataBank MIA1 - Downtown Miami,DataBank,36 NE 2nd St,33132,Miami
Miami,FL,Navegalo Miami Data Center,Navegalo,36 NE 2nd Street,33132,Miami
Miami,FL,Iron Mountain Data Centers MIA-1,Iron Mountain Data Centers,2925 NW 120th Terrace,33167,Miami
Miami,FL,Equinix MI6,Equinix,"1525 NW 98th Court, International Corporate Park",33172,Doral
Miami,FL,EdgeConneX Miami - EDCMIA01,EdgeConneX,2132 NW 114th Ave,33172,Miami
Miami,FL,EdgeConneX Miami - EDCMIA02,EdgeConneX,475 NE 185th St.,33179,Miami Gardens
Miami,FL,Volico Miami 2,Volico Data Center,36 NE 2nd St,33132,Miami
Miami,FL,CoreSite Miami (MI2),CoreSite,2100 NW 84th Ave,33122,Doral
Miami,FL,Equinix MI2,Equinix,36 Northeast Second Street,33132,Miami
Miami,FL,Raeden MIA2,Raeden,200 SE 1st St,33131,Miami
Miami,FL,Net Data,Nettalk .Com Inc.,1080 NW 163rd Drive,33169,Miami
Miami,FL,NocRoom Miami Colocation and VPS,NocRoom Miami Colocation VPS,36 NE 2nd Street,33132,Miami
Miami,FL,Aptum Miami,Aptum,2300 NW 89th Pl,33172,Miami
Miami,FL,Volico Miami 1,Volico Data Center,100N Biscayne Blvd,33137,Miami
Miami,FL,QTS Miami 1 DC1,QTS Data Centers,11234 NW 20th St.,33172,Miami
Miami,FL,South Reach Networks,South Reach Networks,36 NE 2nd Street,33132,Miami
Miami,FL,Colocation America MiamiDC1,Colocation America,36 NE 2nd St,33132,Miami
Miami,FL,Cogent Data Center - Doral,"Cogent Communications, Inc.",3701 NW 82nd Street,33166,Doral
Miami,FL,Cogent Data Center - Hollywood,"Cogent Communications, Inc.",3924 Pembroke Rd,33021,Pembroke Park
Miami,FL,Stealth-ISS Dedicated Server Store,Stealth - ISS Inc.,1953 NW 22nd Street,33142,Miami
Miami,FL,200 Southeast First Street,Stonerock Capital Partners,200 SE 1st Street,33131,Miami
Miami,FL,AT&T Miami,AT&T,444 NW 79th Ave,33126,Miami
Miami,FL,iM Critical Miami Data Center,iM Critical,100 NE 80th Terrace,33138,Miami
Miami,FL,Nettogo Data Center,Nettogo,11560 SW 120 St,33176,Miami
Miami,FL,Lumen Miami 5,Lumen,1109 NW 22nd St,33127,Miami
Miami,FL,Lumen Miami 4,Lumen,50 NE 9th St,33132,Miami
Miami,FL,IPXON Miami,IPXON Networks,50 NE 9th St,33132,Miami
Miami,FL,Carrierhouse Data Center,Carrierhouse Data Center,1100 NW 163rd Drive,33169,Miami
Miami,FL,CSN-1 Bonita Springs,Telconet,within,Costa del Este,34134
Miami,FL,Verizon Miami,Verizon Communications Inc.,16563 NW 15th Ave,33169,Miami
Miami,FL,Lumen Miami,Lumen,49 N.W. 5th Street,33128,Miami
Miami,FL,Lumen Miami 3,Lumen,200 SE First Street,33131,Miami
Miami,FL,36 NE 2nd St (MIA10),Digital Realty,36 NE 2nd Street,33132,Miami
Miami,FL,Hivelocity - Miami 1,Hivelocity,50 NE 9th St,33132,Miami
Miami,FL,2300 NW 89th Pl,Unknown Company,2300 NW 89th Pl,33172,Miami
Miami,FL,Equinix MI1 (NAP of the Americas),Equinix,50 NE 9th Street,33132,Miami
Miami,FL,N/A,N/A,N/A,N/A,N/A
Miami,FL,RadiusDC Miami I,RadiusDC,11300 NW 25th Street,33172,Miami
Miami,FL,Metobloks Miami MB01,Metrobloks,500 NW 137th Ave,33178,Miami
Miami,FL,ColoHouse Miami,ColoHouse,36 NE 2nd Street,33132,Miami
Miami,FL,Cogent Data Center - Miami,"Cogent Communications, Inc.",200 SE 1st St,33131,Miami
Miami,FL,NetcroHosting,NetcroHosting,36 NE 2nd St,33132,Miami
Miami,FL,CoreSite Miami (MI1),CoreSite,2115 NW 22nd Street,33142,Miami
Miami,FL,DataBank MIA1 - Downtown Miami,DataBank,36 NE 2nd St,33132,Miami
Miami,FL,Navegalo Miami Data Center,Navegalo,36 NE 2nd Street,33132,Miami
Miami,FL,Iron Mountain Data Centers MIA-1,Iron Mountain Data Centers,2925 NW 120th Terrace,33167,Miami
Miami,FL,Equinix MI6,Equinix,"1525 NW 98th Court, International Corporate Park",33172,Doral
Miami,FL,EdgeConneX Miami - EDCMIA01,EdgeConneX,2132 NW 114th Ave,33172,Miami
